,,,,,,,,,,,,,,,,,,,,,,,,,,
업종코드-10차 표준산업분류 연계표,,,,,,,,,,,,,,,,,,,,,,,,,,
일련번호,,,,,,,,,,,,,,,,,,,,,,,,세부설명,,
,"2021년 귀속
업종코드",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,"표준산업
분류",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,메인,,,
305,252909,C,제조업,25,고무 및 플라스틱제품 제조업,252,플라스틱 제품 제조업,2529,기타 플라스틱 제품 제조업,그 외 기타 플라스틱 제품 제조업,1,22299,C,제조업,22,고무 및 플라스틱제품 제조업,222,플라스틱 제품 제조업,2229,기타 플라스틱 제품 제조업,그 외 기타 플라스틱 제품 제조업,2,1,,,
306,261001,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,판유리 및 판유리 가공품 제조업,판유리 제조업,1,23111,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업,판유리 제조업,1,,,,
307,261002,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,기타 유리제품 제조업,가정용 유리제품 제조업,1,23191,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,가정용 유리제품 제조업,1,,,,
308,261004,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,판유리 및 판유리 가공품 제조업,안전유리 제조업,1,23112,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업,안전유리 제조업,1,,,,
309,261005,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,판유리 및 판유리 가공품 제조업,기타 판유리 가공품 제조업,1,23119,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업,기타 판유리 가공품 제조업,1,,,,
310,261006,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,산업용 유리 제조업,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",1,23121,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2312,산업용 유리 제조업,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",1,,,,
311,261007,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,산업용 유리 제조업,디스플레이 장치용 유리 제조업,1,23122,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2312,산업용 유리 제조업,디스플레이 장치용 유리 제조업,1,,,,
312,261008,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,산업용 유리 제조업,기타 산업용 유리제품 제조업,1,23129,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2312,산업용 유리 제조업,기타 산업용 유리제품 제조업,1,,,,
313,261009,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,기타 유리제품 제조업,포장용 유리용기 제조업,1,23192,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,포장용 유리용기 제조업,1,,,,
314,261011,C,제조업,26,비금속 광물제품 제조업,261,유리 및 유리제품 제조업,2610,기타 유리제품 제조업,그 외 기타 유리제품 제조업,1,23199,C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,그 외 기타 유리제품 제조업,1,,,,
315,269100,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2691,비내화 일반 도자기 제조업,가정용 및 장식용 도자기 제조업,1,23221,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2322,비내화 일반 도자기 제조업,가정용 및 장식용 도자기 제조업,1,,,,
316,269101,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2691,비내화 일반 도자기 제조업,위생용 및 산업용 도자기 제조업,1,23222,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2322,비내화 일반 도자기 제조업,위생용 및 산업용 도자기 제조업,1,,,,
317,269102,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2691,비내화 일반 도자기 제조업,기타 일반 도자기 제조업,1,23229,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2322,비내화 일반 도자기 제조업,기타 일반 도자기 제조업,1,,,,
318,269200,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2692,내화 요업제품 제조업,정형 내화 요업제품 제조업,1,23211,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2321,내화 요업제품 제조업,정형 내화 요업제품 제조업,1,,,,
319,269201,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2692,내화 요업제품 제조업,부정형 내화 요업제품 제조업,1,23212,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2321,내화 요업제품 제조업,부정형 내화 요업제품 제조업,1,,,,
320,269300,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2693,건축용 비내화 요업제품 제조업,타일 및 유사 비내화 요업제품 제조업,1,23232,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2323,건축용 비내화 요업제품 제조업,타일 및 유사 비내화 요업제품 제조업,1,,,,
321,269301,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2693,건축용 비내화 요업제품 제조업,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",1,23231,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2323,건축용 비내화 요업제품 제조업,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",1,,,,
322,269302,C,제조업,26,비금속 광물제품 제조업,269,"내화, 비내화 요업제품 제조업",2693,건축용 비내화 요업제품 제조업,기타 건축용 비내화 요업제품 제조업,1,23239,C,제조업,23,비금속 광물제품 제조업,232,"내화, 비내화 요업제품 제조업",2323,건축용 비내화 요업제품 제조업,기타 건축용 비내화 요업제품 제조업,1,,,,
323,269401,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2694,"시멘트, 석회 및 플라스터 제조업",시멘트 제조업,1,23311,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",시멘트 제조업,1,,,,
324,269402,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2694,"시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업,1,23312,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업,2,2,석회,,
325,269403,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2694,"시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업,1,23312,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업,2,2,플라스터,,
326,269501,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",레미콘 제조업,1,23322,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",레미콘 제조업,1,,,,
327,269502,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",플라스터 혼합제품 제조업,1,23323,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",플라스터 혼합제품 제조업,1,,,,
328,269503,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트제품 제조업,1,23325,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트제품 제조업,2,,"관, 받침대, 빔",,
329,269504,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","콘크리트 타일, 기와, 벽돌 및 블록 제조업",1,23324,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","콘크리트 타일, 기와, 벽돌 및 블록 제조업",2,1,,,
330,269505,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",비내화 모르타르 제조업,1,23321,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",비내화 모르타르 제조업,1,,,,
331,269506,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",그 외 기타 콘크리트 제품 및 유사 제품 제조업,1,23329,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",그 외 기타 콘크리트 제품 및 유사 제품 제조업,2,,기타 건축용 섬유시멘트 제품,,
332,269507,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","콘크리트 타일, 기와, 벽돌 및 블록 제조업",1,23324,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","콘크리트 타일, 기와, 벽돌 및 블록 제조업",2,,섬유 시멘트,,
333,269508,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트제품 제조업,1,23325,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트제품 제조업,2,1,,,
334,269509,C,제조업,26,비금속 광물제품 제조업,269,"시멘트, 석회, 플라스터 및 그 제품 제조업",2695,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",그 외 기타 콘크리트 제품 및 유사 제품 제조업,1,23329,C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",그 외 기타 콘크리트 제품 및 유사 제품 제조업,2,1,,,
335,269601,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2696,석제품 제조업,건설용 석제품 제조업,1,23911,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2391,석제품 제조업,건설용 석제품 제조업,1,,,,
336,269603,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2696,석제품 제조업,기타 석제품 제조업,1,23919,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2391,석제품 제조업,기타 석제품 제조업,1,,,,
337,269901,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,암면 및 유사 제품 제조업,1,23994,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,암면 및 유사 제품 제조업,1,,,,
338,269902,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,연마재 제조업,1,23992,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,연마재 제조업,2,1,,,
339,269903,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,아스팔트 콘크리트 및 혼합제품 제조업,1,23991,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,아스팔트 콘크리트 및 혼합제품 제조업,1,,,,
340,269904,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,비금속광물 분쇄물 생산업,1,23993,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,비금속광물 분쇄물 생산업,1,,,,
341,269905,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,탄소섬유 제조업,1,23995,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,탄소섬유 제조업,1,,,,
342,269906,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,1,23999,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,2,,석면,,
343,269907,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,연마재 제조업,1,23992,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,연마재 제조업,2,,연마지,,
344,269908,C,제조업,26,비금속 광물제품 제조업,269,기타 비금속 광물제품 제조업,2699,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,1,23999,C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,2,1,,,
345,271101,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2711,"제철, 제강 및 합금철 제조업",제철업,1,24111,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",제철업,1,,,,
346,271102,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2711,"제철, 제강 및 합금철 제조업",제강업,1,24112,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",제강업,1,,,,
347,271103,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2711,"제철, 제강 및 합금철 제조업",합금철 제조업,1,24113,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",합금철 제조업,1,,,,
348,271104,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2711,"제철, 제강 및 합금철 제조업",기타 제철 및 제강업,1,24119,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",기타 제철 및 제강업,1,,,,
349,271201,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업,1,24199,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2419,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업,2,2,"단공 강재, 용접 형강",,
350,271202,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,철강관 제조업,주철관 제조업,1,24131,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2413,철강관 제조업,주철관 제조업,1,,,,
351,271204,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출제품 제조업,1,24121,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2412,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출제품 제조업,1,,,,
352,271205,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업,1,24122,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2412,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업,1,,,,
353,271206,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업,1,24123,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2412,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업,1,,,,
354,271207,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,철강관 제조업,강관 제조업,1,24132,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2413,철강관 제조업,강관 제조업,1,,,,
355,271208,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2712,철강관 제조업,강관 가공품 및 관 연결구류 제조업,1,24133,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2413,철강관 제조업,강관 가공품 및 관 연결구류 제조업,1,,,,
356,271901,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2719,기타 1차 철강 제조업,"도금, 착색 및 기타 표면 처리 강재 제조업",1,24191,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2419,기타 1차 철강 제조업,"도금, 착색 및 기타 표면 처리 강재 제조업",1,,,,
357,271902,C,제조업,27,1차 금속 제조업,271,1차 철강 제조업,2719,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업,1,24199,C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2419,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업,2,2,절단 철강재,,
358,272100,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2721,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업",1,24219,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업",2,2,"기타 비철금속 제1차 제련, 정련",,
359,272101,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2721,"비철금속 제련, 정련 및 합금 제조업","동 제련, 정련 및 합금 제조업",1,24211,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","동 제련, 정련 및 합금 제조업",2,2,"동 1차 제련, 정련",,
360,272102,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2721,"비철금속 제련, 정련 및 합금 제조업","알루미늄 제련, 정련 및 합금 제조업",1,24212,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","알루미늄 제련, 정련 및 합금 제조업",2,2,"알루미늄 1차 제련, 정련",,
361,272103,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2721,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업",1,24213,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업",2,2,"연 및 아연 제1차 제련, 정련",,
362,272200,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2722,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업",1,24219,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업",2,2,"기타 비철금속 제2차 제련, 정련 및 합금",,
363,272201,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2722,"비철금속 제련, 정련 및 합금 제조업","동 제련, 정련 및 합금 제조업",1,24211,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","동 제련, 정련 및 합금 제조업",2,2,"동 2차 제련, 정련 및 합금",,
364,272202,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2722,"비철금속 제련, 정련 및 합금 제조업","알루미늄 제련, 정련 및 합금 제조업",1,24212,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","알루미늄 제련, 정련 및 합금 제조업",2,2,"알루미늄 2차 제련, 정련 및 합금",,
365,272203,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2722,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업",1,24213,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업",2,2,"연 및 아연 제2차 제련, 정련 및 합금",,
366,272300,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2723,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업",1,24222,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2422,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업",1,,,,
367,272301,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2723,"비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업",1,24221,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2422,"비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업",1,,,,
368,272302,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2723,"비철금속 압연, 압출 및 연신제품 제조업","기타 비철금속 압연, 압출 및 연신제품 제조업",1,24229,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2422,"비철금속 압연, 압출 및 연신제품 제조업","기타 비철금속 압연, 압출 및 연신제품 제조업",1,,,,
369,272900,C,제조업,27,1차 금속 제조업,272,1차 비철금속 제조업,2729,기타 1차 비철금속 제조업,기타 1차 비철금속 제조업,1,24290,C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2429,기타 1차 비철금속 제조업,기타 1차 비철금속 제조업,1,,,,
370,273101,C,제조업,27,1차 금속 제조업,273,금속 주조업,2731,철강 주조업,선철 주물 주조업,1,24311,C,제조업,24,1차 금속 제조업,243,금속 주조업,2431,철강 주조업,선철 주물 주조업,1,,,,
371,273102,C,제조업,27,1차 금속 제조업,273,금속 주조업,2731,철강 주조업,강 주물 주조업,1,24312,C,제조업,24,1차 금속 제조업,243,금속 주조업,2431,철강 주조업,강 주물 주조업,1,,,,
372,273200,C,제조업,27,1차 금속 제조업,273,금속 주조업,2732,비철금속 주조업,알루미늄 주물 주조업,1,24321,C,제조업,24,1차 금속 제조업,243,금속 주조업,2432,비철금속 주조업,알루미늄 주물 주조업,1,,,,
373,273201,C,제조업,27,1차 금속 제조업,273,금속 주조업,2732,비철금속 주조업,동 주물 주조업,1,24322,C,제조업,24,1차 금속 제조업,243,금속 주조업,2432,비철금속 주조업,동 주물 주조업,1,,,,
374,273202,C,제조업,27,1차 금속 제조업,273,금속 주조업,2732,비철금속 주조업,기타 비철금속 주조업,1,24329,C,제조업,24,1차 금속 제조업,243,금속 주조업,2432,비철금속 주조업,기타 비철금속 주조업,1,,,,
375,281100,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811,구조용 금속제품 제조업,"금속 문, 창, 셔터 및 관련제품 제조업",1,25111,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,"금속 문, 창, 셔터 및 관련제품 제조업",1,,,,
376,281101,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,기타 금속 가공제품 제조업,2811,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1,25999,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,259,기타 금속 가공제품 제조업,2599,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,1,,,
377,281102,C,제조업,28,기타 기계 및 장비 제조업,281,일반 목적용 기계 제조업,2811,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함","탭, 밸브 및 유사 장치 제조업",1,29133,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2913,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함","탭, 밸브 및 유사 장치 제조업",1,,,,
378,281103,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811,구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업,1,25112,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업,1,,,,
379,281104,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811,구조용 금속제품 제조업,육상 금속 골조 구조재 제조업,1,25113,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,육상 금속 골조 구조재 제조업,1,,,,
380,281105,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811,구조용 금속제품 제조업,수상 금속 골조 구조재 제조업,1,25114,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,수상 금속 골조 구조재 제조업,1,,,,
381,281106,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811,구조용 금속제품 제조업,기타 구조용 금속제품 제조업,1,25119,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,기타 구조용 금속제품 제조업,1,,,,
382,281201,C,제조업,28,금속 가공제품 제조업; 기계 및 가구 제외,281,"구조용 금속제품, 탱크 및 증기발생기 제조업",2812,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업,1,25121,C,제조업,25,금속가공제품 제조업; 기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업,2,1,,,
