,,,,,,,,,,,,,,,,,,,,,,,,,,
업종코드-10차 표준산업분류 연계표,,,,,,,,,,,,,,,,,,,,,,,,,,
일련번호,,,,,,,,,,,,,,,,,,,,,,,,세부설명,,
,"2021년 귀속
업종코드",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,"표준산업
분류",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,메인,,,
763,512279,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,기타 가공식품 도매업,1,46329,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,기타 가공식품 도매업,8,2,국수 및 인스턴트면류,,
764,512280,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,기타 가공식품 도매업,1,46329,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,기타 가공식품 도매업,8,2,과실 및 채소 가공식품,,
765,512281,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,신선 식품 및 단순 가공 식품 도매업,기타 신선 식품 및 단순 가공 식품 도매업,1,46319,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4631,신선 식품 및 단순 가공 식품 도매업,기타 신선 식품 및 단순 가공 식품 도매업,1,,,,
766,512282,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1,46324,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2,"연유, 시유(양유포함)",,
767,512283,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1,46324,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2,식물성 유지,,
768,512284,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,기타 가공식품 도매업,1,46329,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,기타 가공식품 도매업,8,2,"기타(전분, 만두, 물엿 등)",,
769,512285,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1,46324,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2,동물성 유지,,
770,512286,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,음료 및 담배 도매업,담배 도매업,1,46333,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4633,음료 및 담배 도매업,담배 도매업,1,,,,
771,512287,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,기타 가공식품 도매업,1,46329,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,기타 가공식품 도매업,8,2,조제건강식품,,
772,512288,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,기타 가공식품 도매업,1,46329,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,기타 가공식품 도매업,8,,인삼제품,,
773,512289,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,수산물 가공식품 도매업,1,46322,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,수산물 가공식품 도매업,1,,,,
774,512290,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1,46324,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,,분유,,
775,512294,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1,46324,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,,발효유(야쿠르트) 및 치즈,,
776,512295,G,도매 및 소매업,51,도매 및 상품 중개업,512,음ㆍ식료품 및 담배 도매업,5122,가공식품 도매업,기타 가공식품 도매업,1,46329,G,도매 및 소매업,46,도매 및 상품 중개업,463,음ㆍ식료품 및 담배 도매업,4632,가공식품 도매업,기타 가공식품 도매업,8,,"김치, 단무지",,
777,513111,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",생활용 섬유 및 실 도매업,1,46411,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",생활용 섬유 및 실 도매업,1,,,,
778,513112,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",커튼 및 침구용품 도매업,1,46412,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",커튼 및 침구용품 도매업,2,2,침구용품,,
779,513113,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",커튼 및 침구용품 도매업,1,46412,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",커튼 및 침구용품 도매업,2,2,커튼,,
780,513119,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",기타 생활용 섬유 및 직물 제품 도매업,1,46419,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",기타 생활용 섬유 및 직물 제품 도매업,2,1,,,
781,513121,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업,1,46413,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업,2,2,겉옷,,
782,513130,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업,1,46413,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업,2,2,셔츠,,
783,513131,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",유아용 의류 도매업,1,46414,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",유아용 의류 도매업,1,,,,
784,513132,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",속옷 및 잠옷 도매업,1,46415,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",속옷 및 잠옷 도매업,1,,,,
785,513141,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,신발 도매업,신발 도매업,1,46420,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4642,신발 도매업,신발 도매업,1,,,,
786,513150,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",가죽 및 모피 제품 도매업,1,46416,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",가죽 및 모피 제품 도매업,1,,,,
787,513191,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5131,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,1,46417,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,3,2,의복 액세서리,,
788,513211,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 가구 도매업,1,46431,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 가구 도매업,2,1,,,
789,513221,G,도매 및 소매업,51,도매 및 상품 중개업,513,기계장비 및 관련 물품 도매업,5132,"가전제품, 통신장비 및 부품 도매업",가전제품 및 부품 도매업,1,46521,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4652,"가전제품, 통신장비 및 부품 도매업",가전제품 및 부품 도매업,2,1,,,
790,513230,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,1,46433,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,4,2,"생활용 목재제품, 주방용 금속제품 등",,
791,513231,G,도매 및 소매업,51,도매 및 상품 중개업,513,기계장비 및 관련 물품 도매업,5132,기타 기계 및 장비 도매업,그 외 기타 기계 및 장비 도매업,1,46599,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4659,기타 기계 및 장비 도매업,그 외 기타 기계 및 장비 도매업,3,,자동판매기,,
792,513241,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업","전구, 램프 및 조명장치 도매업",1,46432,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업","전구, 램프 및 조명장치 도매업",1,,,,
793,513250,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",악기 도매업,1,46462,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",악기 도매업,1,,,,
794,513253,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",음반 및 비디오물 도매업,1,46461,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",음반 및 비디오물 도매업,1,,,,
795,513261,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",기타 생활용 섬유 및 직물 제품 도매업,1,46419,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",기타 생활용 섬유 및 직물 제품 도매업,2,,"카펫, 융단, 자리",,
796,513263,G,도매 및 소매업,51,도매 및 상품 중개업,513,"건축 자재, 철물 및 난방장치 도매업",5132,기타 건축자재 도매업,벽지 및 장판류 도매업,1,46692,G,도매 및 소매업,46,도매 및 상품 중개업,466,"건축 자재, 철물 및 난방장치 도매업",4669,기타 건축자재 도매업,벽지 및 장판류 도매업,1,,,,
797,513271,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,1,46433,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,4,2,"생활용 요업제품, 유리제품",,
798,513272,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,1,46433,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,4,2,주방용 요업제품,,
799,513290,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 가구 도매업,1,46431,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 가구 도매업,2,,싱크대 및 조리대,,
800,513291,G,도매 및 소매업,51,도매 및 상품 중개업,513,기계장비 및 관련 물품 도매업,5132,"가전제품, 통신장비 및 부품 도매업",가전제품 및 부품 도매업,1,46521,G,도매 및 소매업,46,도매 및 상품 중개업,465,기계장비 및 관련 물품 도매업,4652,"가전제품, 통신장비 및 부품 도매업",가전제품 및 부품 도매업,2,,가정용 비전기식 조리 및 난방기구,,
801,513295,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,1,46433,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,4,,비전기식 이ㆍ미용기구,,
802,513296,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",기타 비전기식 생활용 기기 및 기구 도매업,1,46439,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",기타 비전기식 생활용 기기 및 기구 도매업,1,,,,
803,513297,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5132,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업,1,46465,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업,3,,유모차,,
804,513298,G,도매 및 소매업,51,도매 및 상품 중개업,513,기타 전문 도매업,5132,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,1,46799,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,5,,총포,,
805,513311,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5133,"의약품, 의료용품 및 화장품 도매업",의약품 도매업,1,46441,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4644,"의약품, 의료용품 및 화장품 도매업",의약품 도매업,2,1,,,
806,513312,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5133,"의약품, 의료용품 및 화장품 도매업",의약품 도매업,1,46441,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4644,"의약품, 의료용품 및 화장품 도매업",의약품 도매업,2,,각종 한약류,,
807,513313,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5133,"의약품, 의료용품 및 화장품 도매업",의료용품 도매업,1,46442,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4644,"의약품, 의료용품 및 화장품 도매업",의료용품 도매업,1,,,,
808,513320,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5133,"의약품, 의료용품 및 화장품 도매업",화장품 및 화장용품 도매업,1,46443,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4644,"의약품, 의료용품 및 화장품 도매업",화장품 및 화장용품 도매업,1,,,,
809,513330,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5133,"의약품, 의료용품 및 화장품 도매업",비누 및 세정제 도매업,1,46444,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4644,"의약품, 의료용품 및 화장품 도매업",비누 및 세정제 도매업,1,,,,
810,513410,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5134,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",1,46451,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4645,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",1,,,,
811,513414,G,도매 및 소매업,51,도매 및 상품 중개업,513,기타 전문 도매업,5134,"종이 원지, 판지, 종이상자 도매업","종이 원지, 판지, 종이상자 도매업",1,46750,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4675,"종이 원지, 판지, 종이상자 도매업","종이 원지, 판지, 종이상자 도매업",1,,,,
812,513415,G,도매 및 소매업,51,도매 및 상품 중개업,513,기타 전문 도매업,5134,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,1,46799,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,5,,"플라스틱필름, 폴리에틸렌필름",,
813,513421,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5134,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","서적, 잡지 및 기타 인쇄물 도매업",1,46453,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4645,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","서적, 잡지 및 기타 인쇄물 도매업",1,,,,
814,513430,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5134,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","문구용품, 회화용품, 사무용품 도매업",1,46452,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4645,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업","문구용품, 회화용품, 사무용품 도매업",1,,,,
815,513911,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",1,46493,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",3,2,광학용품,,
816,513912,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",1,46493,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",3,,사진장비,,
817,513913,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",1,46493,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업","안경, 사진장비 및 광학용품 도매업",3,2,안경,,
818,513920,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,1,46417,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,3,2,모조 장신구,,
819,513921,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업","장난감 및 취미, 오락용품 도매업",1,46463,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업","장난감 및 취미, 오락용품 도매업",3,1,,,
820,513931,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업,1,46492,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업,3,2,시계,,
821,513933,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업,1,46492,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업,3,,제품화 하거나 세공하지 않은 황금,,
822,513934,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업,1,46492,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업",시계 및 귀금속 제품 도매업,3,2,귀금속,,
823,513941,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",운동 및 경기용품 도매업,1,46464,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",운동 및 경기용품 도매업,2,1,,,
824,513942,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",운동 및 경기용품 도매업,1,46464,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",운동 및 경기용품 도매업,2,,골프장비,,
825,513945,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업","장난감 및 취미, 오락용품 도매업",1,46463,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업","장난감 및 취미, 오락용품 도매업",3,,낚시도구,,
826,513950,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업",가방 및 보호용 케이스 도매업,1,46491,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업",가방 및 보호용 케이스 도매업,1,,,,
827,513960,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업,1,46465,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4646,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",자전거 및 기타 운송장비 도매업,3,1,,,
828,513991,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,1,46417,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",의복 액세서리 및 모조 장신구 도매업,3,,의복부착물,,
829,513992,G,도매 및 소매업,51,도매 및 상품 중개업,513,생활용품 도매업,5139,"가방, 시계, 안경 및 기타 생활용품 도매업",그 외 기타 생활용품 도매업,1,46499,G,도매 및 소매업,46,도매 및 상품 중개업,464,생활용품 도매업,4649,"가방, 시계, 안경 및 기타 생활용품 도매업",그 외 기타 생활용품 도매업,1,,,,
830,514111,G,도매 및 소매업,51,도매 및 상품 중개업,514,기타 전문 도매업,5141,"연료, 연료용 광물 및 관련제품 도매업",고체 연료 및 관련제품 도매업,1,46711,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4671,"연료, 연료용 광물 및 관련제품 도매업",고체 연료 및 관련제품 도매업,2,,연탄,,
831,514112,G,도매 및 소매업,51,도매 및 상품 중개업,514,기타 전문 도매업,5141,"연료, 연료용 광물 및 관련제품 도매업",고체 연료 및 관련제품 도매업,1,46711,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4671,"연료, 연료용 광물 및 관련제품 도매업",고체 연료 및 관련제품 도매업,2,1,,,
832,514121,G,도매 및 소매업,51,도매 및 상품 중개업,514,기타 전문 도매업,5141,"연료, 연료용 광물 및 관련제품 도매업",액체 연료 및 관련제품 도매업,1,46712,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4671,"연료, 연료용 광물 및 관련제품 도매업",액체 연료 및 관련제품 도매업,1,,,,
833,514122,G,도매 및 소매업,51,도매 및 상품 중개업,514,기타 전문 도매업,5141,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,1,46799,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,5,,아스팔트,,
834,514130,G,도매 및 소매업,51,도매 및 상품 중개업,514,기타 전문 도매업,5141,"연료, 연료용 광물 및 관련제품 도매업",기체 연료 및 관련제품 도매업,1,46713,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4671,"연료, 연료용 광물 및 관련제품 도매업",기체 연료 및 관련제품 도매업,1,,,,
